E	N	Z
2622264.97494949	1256841.40141414	343.986157574563
2622265.00020202	1256841.49434343	343.987442322515
2622265.02545455	1256841.58727273	343.988671159589
2622265.05070707	1256841.68020202	343.989843007306
2622265.0759596	1256841.77313131	343.990956787186
2622265.10121212	1256841.86606061	343.99201142075
2622265.12646465	1256841.9589899	343.993005829517
2622265.15171717	1256842.05191919	343.993938935007
2622265.1769697	1256842.14484848	343.994809658742
2622265.20222222	1256842.23777778	343.995616922242
2622265.22747475	1256842.33070707	343.996359647026
2622265.25272727	1256842.42363636	343.997036754615
2622265.2779798	1256842.51656566	343.99764716653
2622265.30323232	1256842.60949495	343.99818980429
2622265.32848485	1256842.70242424	343.998663589417
2622265.35373737	1256842.79535354	343.99906744343
2622265.3789899	1256842.88828283	343.999400287849
2622265.40424242	1256842.98121212	343.999661044196
2622265.42949495	1256843.07414141	343.999848633989
2622265.45474747	1256843.16707071	343.999961978751
2622265.48	1256843.26	344
2622265.58124638	1256843.48686957	343.999999987824
2622265.68249275	1256843.71373913	343.99999990259
2622265.78373913	1256843.9406087	343.999999671242
2622265.88498551	1256844.16747826	343.999999220722
2622265.98623188	1256844.39434783	343.999998477972
2622266.08747826	1256844.62121739	343.999997369935
2622266.18872464	1256844.84808696	343.999995823554
2622266.28997101	1256845.07495652	343.999993765772
2622266.39121739	1256845.30182609	343.999991123531
2622266.49246377	1256845.52869565	343.999987823773
2622266.59371014	1256845.75556522	343.999983793442
2622266.69495652	1256845.98243478	343.999978959481
2622266.7962029	1256846.20930435	343.99997324883
2622266.89744928	1256846.43617391	343.999966588434
2622266.99869565	1256846.66304348	343.999958905235
2622267.09994203	1256846.88991304	343.999950126176
2622267.20118841	1256847.11678261	343.999940178199
2622267.30243478	1256847.34365217	343.999928988247
2622267.40368116	1256847.57052174	343.999916483262
2622267.50492754	1256847.7973913	343.999902590188
2622267.60617391	1256848.02426087	343.999887235966
2622267.70742029	1256848.25113043	343.99987034754
2622267.80866667	1256848.478	343.999851851852
2622267.90991304	1256848.70486957	343.999831675845
2622268.01115942	1256848.93173913	343.999809746461
2622268.1124058	1256849.1586087	343.999785990643
2622268.21365217	1256849.38547826	343.999760335333
2622268.31489855	1256849.61234783	343.999732707475
2622268.41614493	1256849.83921739	343.999703034011
2622268.5173913	1256850.06608696	343.999671241884
2622268.61863768	1256850.29295652	343.999637258036
2622268.71988406	1256850.51982609	343.999601009409
2622268.82113043	1256850.74669565	343.999562422947
2622268.92237681	1256850.97356522	343.999521425593
2622269.02362319	1256851.20043478	343.999477944288
2622269.12486957	1256851.42730435	343.999431905975
2622269.22611594	1256851.65417391	343.999383237598
2622269.32736232	1256851.88104348	343.999331866098
2622269.4286087	1256852.10791304	343.999277718419
2622269.52985507	1256852.33478261	343.999220721502
2622269.63110145	1256852.56165217	343.999160802292
2622269.73234783	1256852.78852174	343.999097887729
2622269.8335942	1256853.0153913	343.999031904758
2622269.93484058	1256853.24226087	343.99896278032
2622270.03608696	1256853.46913043	343.998890441358
2622270.13733333	1256853.696	343.998814814815
2622270.23857971	1256853.92286957	343.998735827633
2622270.33982609	1256854.14973913	343.998653406756
2622270.44107246	1256854.3766087	343.998567479125
2622270.54231884	1256854.60347826	343.998477971684
2622270.64356522	1256854.83034783	343.998384811375
2622270.74481159	1256855.05721739	343.998287925141
2622270.84605797	1256855.28408696	343.998187239923
2622270.94730435	1256855.51095652	343.998082682666
2622271.04855072	1256855.73782609	343.997974180312
2622271.1497971	1256855.96469565	343.997861659802
2622271.25104348	1256856.19156522	343.997745048081
2622271.35228986	1256856.41843478	343.99762427209
2622271.45353623	1256856.64530435	343.997499258772
2622271.55478261	1256856.87217391	343.99736993507
2622271.65602899	1256857.09904348	343.997236227927
2622271.75727536	1256857.32591304	343.997098064284
2622271.85852174	1256857.55278261	343.996955371086
2622271.95976812	1256857.77965217	343.996808075273
2622272.06101449	1256858.00652174	343.99665610379
2622272.16226087	1256858.2333913	343.996499383579
2622272.26350725	1256858.46026087	343.996337841581
2622272.36475362	1256858.68713043	343.996171404741
2622272.466	1256858.914	343.996
2622272.56724638	1256859.14086957	343.995823554301
2622272.66849275	1256859.36773913	343.995641994588
2622272.76973913	1256859.5946087	343.995455247801
2622272.87098551	1256859.82147826	343.995263240885
2622272.97223188	1256860.04834783	343.995065900782
2622273.07347826	1256860.27521739	343.994863154434
2622273.17472464	1256860.50208696	343.994654928784
2622273.27597101	1256860.72895652	343.994441150775
2622273.37721739	1256860.95582609	343.994221747349
2622273.47846377	1256861.18269565	343.99399664545
2622273.57971015	1256861.40956522	343.993765772018
2622273.68095652	1256861.63643478	343.993529053999
2622273.7822029	1256861.86330435	343.993286418333
2622273.88344928	1256862.09017391	343.993037791963
2622273.98469565	1256862.31704348	343.992783101833
2622274.08594203	1256862.54391304	343.992522274884
2622274.18718841	1256862.77078261	343.99225523806
2622274.28843478	1256862.99765217	343.991981918304
2622274.38968116	1256863.22452174	343.991702242557
2622274.49092754	1256863.4513913	343.991416137762
2622274.59217391	1256863.67826087	343.991123530862
2622274.69342029	1256863.90513043	343.9908243488
2622274.79466667	1256864.132	343.990518518519
2622274.89591304	1256864.35886957	343.99020596696
2622274.99715942	1256864.58573913	343.989886621067
2622275.0984058	1256864.8126087	343.989560407782
2622275.19965217	1256865.03947826	343.989227254048
2622275.30089855	1256865.26634783	343.988887086807
2622275.40214493	1256865.49321739	343.988539833003
2622275.5033913	1256865.72008696	343.988185419578
2622275.60463768	1256865.94695652	343.987823773474
2622275.70588406	1256866.17382609	343.987454821633
2622275.80713044	1256866.40069565	343.987078491
2622275.90837681	1256866.62756522	343.986694708516
2622276.00962319	1256866.85443478	343.986303401124
2622276.11086957	1256867.08130435	343.985904495767
2622276.21211594	1256867.30817391	343.985497919387
2622276.31336232	1256867.53504348	343.985083598927
2622276.4146087	1256867.76191304	343.98466146133
2622276.51585507	1256867.98878261	343.984231433538
2622276.61710145	1256868.21565217	343.983793442493
2622276.71834783	1256868.44252174	343.983347415139
2622276.8195942	1256868.6693913	343.982893278419
2622276.92084058	1256868.89626087	343.982430959274
2622277.02208696	1256869.12313043	343.981960384647
2622277.12333333	1256869.35	343.981481481481
2622277.22457971	1256869.57686957	343.98099417672
2622277.32582609	1256869.80373913	343.980498397304
2622277.42707246	1256870.0306087	343.979994070178
2622277.52831884	1256870.25747826	343.979481122283
2622277.62956522	1256870.48434783	343.978959480562
2622277.73081159	1256870.71121739	343.978429071958
2622277.83205797	1256870.93808696	343.977889823414
2622277.93330435	1256871.16495652	343.977341661872
2622278.03455072	1256871.39182609	343.976784514275
2622278.1357971	1256871.61869565	343.976218307565
2622278.23704348	1256871.84556522	343.975642968686
2622278.33828986	1256872.07243478	343.975058424579
2622278.43953623	1256872.29930435	343.974464602187
2622278.54078261	1256872.52617391	343.973861428454
2622278.64202899	1256872.75304348	343.973248830321
2622278.74327536	1256872.97991304	343.972626734732
2622278.84452174	1256873.20678261	343.971995068628
2622278.94576812	1256873.43365217	343.971353758953
2622279.04701449	1256873.66052174	343.97070273265
2622279.14826087	1256873.8873913	343.97004191666
2622279.24950725	1256874.11426087	343.969371237927
2622279.35075362	1256874.34113043	343.968690623392
2622279.452	1256874.568	343.968
2622279.55324638	1256874.79486957	343.967299294692
2622279.65449275	1256875.02173913	343.966588434411
2622279.75573913	1256875.2486087	343.9658673461
2622279.85698551	1256875.47547826	343.965135956701
2622279.95823188	1256875.70234783	343.964394193158
2622280.05947826	1256875.92921739	343.963641982411
2622280.16072464	1256876.15608696	343.962879251406
2622280.26197101	1256876.38295652	343.962105927083
2622280.36321739	1256876.60982609	343.961321936385
2622280.46446377	1256876.83669565	343.960527206256
2622280.56571015	1256877.06356522	343.959721663638
2622280.66695652	1256877.29043478	343.958905235473
2622280.7682029	1256877.51730435	343.958077848704
2622280.86944928	1256877.74417391	343.957239430274
2622280.97069565	1256877.97104348	343.956389907126
2622281.07194203	1256878.19791304	343.955529206201
2622281.17318841	1256878.42478261	343.954657254444
2622281.27443478	1256878.65165217	343.953773978795
2622281.37568116	1256878.87852174	343.952879306199
2622281.47692754	1256879.1053913	343.951973163597
2622281.57817391	1256879.33226087	343.951055477932
2622281.67942029	1256879.55913043	343.950126176147
2622281.78066667	1256879.786	343.949185185185
2622281.88191304	1256880.01286957	343.948232431988
2622281.98315942	1256880.23973913	343.947267843499
2622282.0844058	1256880.4666087	343.94629134666
2622282.18565217	1256880.69347826	343.945302868415
2622282.28689855	1256880.92034783	343.944302335705
2622282.38814493	1256881.14721739	343.943289675473
2622282.4893913	1256881.37408696	343.942264814663
2622282.59063768	1256881.60095652	343.941227680216
2622282.69188406	1256881.82782609	343.940178199075
2622282.79313044	1256882.05469565	343.939116298184
2622282.89437681	1256882.28156522	343.938041904484
2622282.99562319	1256882.50843478	343.936954944918
2622283.09686957	1256882.73530435	343.935855346429
2622283.19811594	1256882.96217391	343.934743035959
2622283.29936232	1256883.18904348	343.933617940452
2622283.4006087	1256883.41591304	343.93247998685
2622283.50185507	1256883.64278261	343.931329102095
2622283.60310145	1256883.86965217	343.93016521313
2622283.70434783	1256884.09652174	343.928988246897
2622283.8055942	1256884.3233913	343.92779813034
2622283.90684058	1256884.55026087	343.926594790401
2622284.00808696	1256884.77713043	343.925378154023
2622284.10933333	1256885.004	343.924148148148
2622284.21057971	1256885.23086957	343.922904699719
2622284.31182609	1256885.45773913	343.921647735678
2622284.41307246	1256885.6846087	343.920377182969
2622284.51431884	1256885.91147826	343.919092968534
2622284.61556522	1256886.13834783	343.917795019315
2622284.71681159	1256886.36521739	343.916483262255
2622284.81805797	1256886.59208696	343.915157624296
2622284.91930435	1256886.81895652	343.913818032383
2622285.02055072	1256887.04582609	343.912464413456
2622285.1217971	1256887.27269565	343.911096694459
2622285.22304348	1256887.49956522	343.909714802334
2622285.32428986	1256887.72643478	343.908318664024
2622285.42553623	1256887.95330435	343.906908206472
2622285.52678261	1256888.18017391	343.90548335662
2622285.62802899	1256888.40704348	343.904044041411
2622285.72927536	1256888.63391304	343.902590187788
2622285.83052174	1256888.86078261	343.901121722693
2622285.93176812	1256889.08765217	343.899638573068
2622286.03301449	1256889.31452174	343.898140665857
2622286.13426087	1256889.5413913	343.896627928002
2622286.23550725	1256889.76826087	343.895100286446
2622286.33675362	1256889.99513043	343.893557668131
2622286.438	1256890.222	343.892
2622286.53924638	1256890.44886957	343.890427208996
2622286.64049275	1256890.67573913	343.888839222061
2622286.74173913	1256890.9026087	343.887235966138
2622286.84298551	1256891.12947826	343.88561736817
2622286.94423188	1256891.35634783	343.883983355098
2622287.04547826	1256891.58321739	343.882333853867
2622287.14672464	1256891.81008696	343.880668791418
2622287.24797101	1256892.03695652	343.878988094695
2622287.34921739	1256892.26382609	343.877291690639
2622287.45046377	1256892.49069565	343.875579506193
2622287.55171015	1256892.71756522	343.873851468301
2622287.65295652	1256892.94443478	343.872107503904
2622287.7542029	1256893.17130435	343.870347539946
2622287.85544928	1256893.39817391	343.868571503368
2622287.95669565	1256893.62504348	343.866779321115
2622288.05794203	1256893.85191304	343.864970920127
2622288.15918841	1256894.07878261	343.863146227348
2622288.26043478	1256894.30565217	343.861305169721
2622288.36168116	1256894.53252174	343.859447674189
2622288.46292754	1256894.7593913	343.857573667693
2622288.56417391	1256894.98626087	343.855683077176
2622288.66542029	1256895.21313043	343.853775829582
2622288.76666667	1256895.44	343.851851851852
2622288.86791304	1256895.66686957	343.84991107093
2622288.96915942	1256895.89373913	343.847953413757
2622289.0704058	1256896.1206087	343.845978807278
2622289.17165217	1256896.34747826	343.843987178433
2622289.27289855	1256896.57434783	343.841978454167
2622289.37414493	1256896.80121739	343.839952561421
2622289.4753913	1256897.02808696	343.837909427139
2622289.57663768	1256897.25495652	343.835848978262
2622289.67788406	1256897.48182609	343.833771141734
2622289.77913044	1256897.70869565	343.831675844497
2622289.88037681	1256897.93556522	343.829563013494
2622289.98162319	1256898.16243478	343.827432575668
2622290.08286957	1256898.38930435	343.82528445796
2622290.18411594	1256898.61617391	343.823118587314
2622290.28536232	1256898.84304348	343.820934890673
2622290.3866087	1256899.06991304	343.818733294978
2622290.48785507	1256899.29678261	343.816513727173
2622290.58910145	1256899.52365217	343.814276114201
2622290.69034783	1256899.75052174	343.812020383003
2622290.7915942	1256899.9773913	343.809746460523
2622290.89284058	1256900.20426087	343.807454273703
2622290.99408696	1256900.43113043	343.805143749486
2622291.09533333	1256900.658	343.802814814815
2622291.19657971	1256900.88486957	343.800467396631
2622291.29782609	1256901.11173913	343.798101421879
2622291.39907246	1256901.3386087	343.7957168175
2622291.50031884	1256901.56547826	343.793313510437
2622291.60156522	1256901.79234783	343.790891427632
2622291.70281159	1256902.01921739	343.788450496029
2622291.80405797	1256902.24608696	343.78599064257
2622291.90530435	1256902.47295652	343.783511794197
2622292.00655072	1256902.69982609	343.781013877854
2622292.1077971	1256902.92669565	343.778496820483
2622292.20904348	1256903.15356522	343.775960549026
2622292.31028986	1256903.38043478	343.773404990426
2622292.41153623	1256903.60730435	343.770830071627
2622292.51278261	1256903.83417391	343.768235719569
2622292.61402899	1256904.06104348	343.765621861197
2622292.71527536	1256904.28791304	343.762988423453
2622292.81652174	1256904.51478261	343.760335333279
2622292.91776812	1256904.74165217	343.757662517617
2622293.01901449	1256904.96852174	343.754969903412
2622293.12026087	1256905.1953913	343.752257417605
2622293.22150725	1256905.42226087	343.749524987139
2622293.32275362	1256905.64913043	343.746772538956
2622293.424	1256905.876	343.744
2622293.52524638	1256906.10286957	343.741207297213
2622293.62649275	1256906.32973913	343.738394357537
2622293.72773913	1256906.5566087	343.735561107915
2622293.82898551	1256906.78347826	343.73270747529
2622293.93023188	1256907.01034783	343.729833386604
2622294.03147826	1256907.23721739	343.726938768801
2622294.13272464	1256907.46408696	343.724023548822
2622294.23397101	1256907.69095652	343.721087653611
2622294.33521739	1256907.91782609	343.718131010109
2622294.43646377	1256908.14469565	343.715153545261
2622294.53771015	1256908.37156522	343.712155186007
2622294.63895652	1256908.59843478	343.709135859292
2622294.7402029	1256908.82530435	343.706095492057
2622294.84144928	1256909.05217391	343.703034011245
2622294.94269565	1256909.27904348	343.699951343799
2622295.04394203	1256909.50591304	343.696847416661
2622295.14518841	1256909.73278261	343.693722156775
2622295.24643478	1256909.95965217	343.690575491082
2622295.34768116	1256910.18652174	343.687407346526
2622295.44892754	1256910.4133913	343.684217650049
2622295.55017391	1256910.64026087	343.681006328594
2622295.65142029	1256910.86713043	343.677773309103
2622295.75266667	1256911.094	343.674518518519
2622295.85391304	1256911.32086957	343.671241883784
2622295.95515942	1256911.54773913	343.667943331842
2622296.0564058	1256911.7746087	343.664622789634
2622296.15765217	1256912.00147826	343.661280184105
2622296.25889855	1256912.22834783	343.657915442195
2622296.36014493	1256912.45521739	343.654528490848
2622296.4613913	1256912.68208696	343.651119257007
2622296.56263768	1256912.90895652	343.647687667613
2622296.66388406	1256913.13582609	343.644233649611
2622296.76513044	1256913.36269565	343.640757129942
2622296.86637681	1256913.58956522	343.637258035548
2622296.96762319	1256913.81643478	343.633736293374
2622297.06886957	1256914.04330435	343.630191830361
2622297.17011594	1256914.27017391	343.626624573452
2622297.27136232	1256914.49704348	343.623034449589
2622297.3726087	1256914.72391304	343.619421385715
2622297.47385507	1256914.95078261	343.615785308774
2622297.57510145	1256915.17765217	343.612126145707
2622297.67634783	1256915.40452174	343.608443823457
2622297.7775942	1256915.6313913	343.604738268967
2622297.87884058	1256915.85826087	343.601009409179
2622297.98008696	1256916.08513043	343.597257171036
2622298.08133333	1256916.312	343.593481481481
2622298.18257971	1256916.53886957	343.589682267457
2622298.28382609	1256916.76573913	343.585859455905
2622298.38507246	1256916.9926087	343.582012973769
2622298.48631884	1256917.21947826	343.578142747992
2622298.58756522	1256917.44634783	343.574248705515
2622298.68881159	1256917.67321739	343.570330773282
2622298.79005797	1256917.90008696	343.566388878235
2622298.89130435	1256918.12695652	343.562422947317
2622298.99255072	1256918.35382609	343.55843290747
2622299.0937971	1256918.58069565	343.554418685637
2622299.19504348	1256918.80756522	343.550380208761
2622299.29628986	1256919.03443478	343.546317403785
2622299.39753623	1256919.26130435	343.542230197651
2622299.49878261	1256919.48817391	343.538118517301
2622299.60002899	1256919.71504348	343.533982289679
2622299.70127536	1256919.94191304	343.529821441726
2622299.80252174	1256920.16878261	343.525635900386
2622299.90376812	1256920.39565217	343.521425592602
2622300.00501449	1256920.62252174	343.517190445315
2622300.10626087	1256920.8493913	343.512930385469
2622300.20750725	1256921.07626087	343.508645340006
2622300.30875362	1256921.30313043	343.504335235869
2622300.41	1256921.53	343.5
